material_id,formula,space_group,nsites,count_unique_TM,count_TM,count_unique_C,count_C,consensus_formula,ab_angle(degree),caxis
mp-2056,Ni3Se2,R32,5,1,3,1,2,Ni3Se2,120.00000886351447,7.241828
mp-2065,MnS,Fm-3m,4,1,1,1,1,MnS,119.9999894409537,8.818617
mp-20683,Cu3Se2,P-42_1m,10,1,3,1,2,Cu3Se2,90.0,4.34932
mp-21021,Mo3Se4,R-3,14,1,3,1,4,Mo3Se4,120.00000059784493,11.350741
mp-21165,PdSe,P4_2/m,16,1,1,1,1,PdSe,90.0,7.032186
mp-21321,MnSe2,Pa-3,12,1,1,1,2,MnSe2,90.0,6.164883
mp-2143,USe,Fm-3m,2,1,1,1,1,USe,90.0,5.732423
mp-21688,Fe7S8,P3_1,45,1,7,1,8,Fe7S8,119.99999434678764,15.774363
mp-21765,Pd17Se15,Pm-3m,64,1,17,1,15,Pd17Se15,90.0,10.787773
mp-2183,ThSe,Fm-3m,2,1,1,1,1,ThSe,90.0,5.947158
mp-2194,TiSe2,P-3m1,3,1,1,1,2,TiSe2,120.00000113697457,6.693806
mp-21991,Rh17S15,Pm-3m,64,1,17,1,15,Rh17S15,90.0,10.019205
mp-224,WS2,P6_3/mmc,6,1,1,1,2,WS2,120.00001370802546,14.202402
mp-22536,U3S5,Pnma,32,1,3,1,5,U3S5,90.0,11.563307
mp-22642,Zr2Se,Pnnm,36,1,2,1,1,Zr2Se,90.0,15.906457
mp-22700,V3Se4,C2/m,7,1,3,1,4,V3Se4,90.0,-5.562788
mp-22745,Co9Se8,Fm-3m,17,1,9,1,8,Co9Se8,90.0,10.341434
mp-2280,CuSe2,Pa-3,12,1,1,1,2,CuSe2,90.0,6.158815
mp-2288,PuSe,Fm-3m,2,1,1,1,1,PuSe,90.0,5.883079
mp-2293,MnSe,F-43m,2,1,1,1,1,MnSe,90.0,5.946808
mp-2392,Th2Se5,Pbcn,28,1,2,1,5,Th2Se5,90.0,10.772944
mp-2480,OsSe2,Pa-3,12,1,1,1,2,OsSe2,90.0,6.015349
mp-2559,SeS,Fm-3m,2,0,0,2,2,SSe,90.0,5.419461
mp-2562,MnS,P6_3mc,4,1,1,1,1,MnS,120.00001218046822,6.29743
mp-2563,CeSe,Fm-3m,2,1,1,1,1,CeSe,90.0,5.924123
mp-2637,YSe,Fm-3m,2,1,1,1,1,YSe,90.0,5.782413
mp-2656,Nd3S4,I-43d,14,1,3,1,4,Nd3S4,90.0,8.58422
mp-2691,CdSe,F-43m,2,1,1,1,1,CdSe,90.0,6.212835
mp-2780,Fe3Se4,C2/m,7,1,3,1,4,Fe3Se4,90.0,-5.43368
mp-2793,AuSe,C2/m,4,1,1,1,1,AuSe,90.0,-6.257948
mp-28105,Ni17S18,R-3m,105,1,17,1,18,Ni17S18,119.99999772019888,15.474706
mp-28256,V2Se9,C2/c,22,1,2,1,9,V2Se9,90.0,-8.40284
mp-2832,Cr2Se3,R-3,10,1,2,1,3,Cr2Se3,119.99999998790805,17.65915
mp-288,PtS,P4_2/mmc,4,1,1,1,1,PtS,90.0,6.122471
mp-28910,CrS2,C2/m,6,1,1,1,2,CrS2,90.0,-10.674798
mp-28963,Ag8S,F-43m,9,1,8,1,1,Ag8S,90.0,9.141163
mp-29131,VSe,P6_3/mmc,4,1,1,1,1,VSe,120.00001810084069,5.788827
mp-29767,Pt5Se4,P2_1/c,18,1,5,1,4,Pt5Se4,90.0,-11.049836
mp-29832,Sm10Se19,P4_2/n,58,1,10,1,19,Sm10Se19,90.0,16.894146
mp-299,Mo9Se11,Cmcm,40,1,9,1,11,Mo9Se11,90.0,11.178949
mp-31257,Mo15S19,P6_3/m,68,1,15,1,19,Mo15S19,120.00000171495549,19.204461
mp-32594,Sm2Se3,I-42d,40,1,2,1,3,Sm2Se3,90.0,26.536025
mp-32630,Ti19Se20,P-1,39,1,19,1,20,Ti19Se20,111.02438833401513,11.14747
mp-32633,Dy6Se11,P1,68,1,6,1,11,Dy6Se11,88.26592138423221,12.075335
mp-32672,Pu2Se3,I-42d,40,1,2,1,3,Pu2Se3,90.0,26.322458
mp-32689,Pr2Se3,I-42d,40,1,2,1,3,Pr2Se3,90.0,27.007088
mp-32727,Y3Se4,C2/m,28,1,3,1,4,Y3Se4,90.0,-13.220953
mp-32758,Ag2Se,Cmce,6,1,2,1,1,Ag2Se,90.0,7.220818
mp-32798,La2Se3,I-42d,40,1,2,1,3,La2Se3,90.0,27.231816
mp-32857,Cu13Se8,F-43m,21,1,13,1,8,Cu13Se8,90.0,11.450098
mp-32861,Rh3Se8,P2_1/c,22,1,3,1,8,Rh3Se8,90.0,-12.140236
mp-380,ZnSe,P6_3mc,4,1,1,1,1,ZnSe,119.9999827138287,6.662417
mp-38511,Ag2S,Pc,6,1,2,1,1,Ag2S,90.0,-4.490216
mp-488,CuSe,P6_3/mmc,12,1,1,1,1,CuSe,119.99998226191302,17.484592
mp-491,La3Se4,I-43d,14,1,3,1,4,La3Se4,90.0,9.096176
mp-500,TaSe2,P6_3/mmc,6,1,1,1,2,TaSe2,120.00001847516957,14.469138
mp-503,ThS,Fm-3m,2,1,1,1,1,ThS,90.0,5.719448
mp-504783,Np2S3,Pnma,20,1,2,1,3,Np2S3,90.0,10.526151
mp-505531,FeS,P4/nmm,4,1,1,1,1,FeS,90.0,5.268323
mp-510285,Ti11Se4,C2/m,45,1,11,1,4,Ti11Se4,90.0,-17.028337
mp-510404,GdSe,Fm-3m,2,1,1,1,1,GdSe,90.0,5.86838
mp-540702,Fe7Se8,P3_121,45,1,7,1,8,Fe7Se8,120.00000969918548,16.024794
mp-542495,TaSe2,P-1,39,1,1,1,2,TaSe2,83.40173590127198,10.61635
mp-543011,ZnS,R3m,14,1,1,1,1,ZnS,119.99999859416634,66.135202
mp-545,TiS,P6_3/mmc,4,1,1,1,1,TiS,120.00000013511817,6.403449
mp-554004,ZnS,P3m1,56,1,1,1,1,ZnS,120.00001079011777,88.201725
mp-554405,ZnS,R3m,10,1,1,1,1,ZnS,119.99999032678922,47.28163
mp-554608,ZnS,P3m1,52,1,1,1,1,ZnS,120.000007263886,81.887154
mp-554889,ZnS,P3m1,48,1,1,1,1,ZnS,120.00001431786951,75.566505
mp-554999,ZnS,P3m1,48,1,1,1,1,ZnS,120.00000122110602,75.587511
mp-555096,PrS2,P2_1/c,12,1,1,1,2,PrS2,90.0,-8.191795
mp-555293,NbS2,Fmm2,3,1,1,1,2,NbS2,90.0,-22.094345
mp-555381,ZnS,P3m1,48,1,1,1,1,ZnS,120.00001721514377,75.564131
mp-555543,ZnS,P3m1,48,1,1,1,1,ZnS,119.99999503255529,75.604166
mp-555599,CuS,Cmcm,12,1,1,1,1,CuS,90.0,16.405204
mp-555782,ZnS,P3m1,40,1,1,1,1,ZnS,119.99999853457548,62.987382
mp-556105,ZnS,R3m,20,1,1,1,1,ZnS,120.00000391986252,94.346425
mp-556395,ZnS,P3m1,16,1,1,1,1,ZnS,120.00000448019252,25.208123
mp-556543,ZnS,P3m1,44,1,1,1,1,ZnS,120.00000591031252,69.248381
mp-556576,ZnS,R3m,16,1,1,1,1,ZnS,120.00001370727067,75.556376
mp-556716,ZnS,P3m1,28,1,1,1,1,ZnS,120.00000030145162,44.103156
mp-556815,ZnS,P3m1,28,1,1,1,1,ZnS,119.99999574354445,44.102875
mp-557054,ZnS,P3m1,28,1,1,1,1,ZnS,119.99999681149075,44.103304
mp-557062,ZnS,P3m1,40,1,1,1,1,ZnS,119.99998797007018,63.024839
mp-557418,ZnS,P3m1,40,1,1,1,1,ZnS,119.99999525540245,63.004247
mp-557579,LaS,Cmce,8,1,1,1,1,LaS,90.0,23.302277
mp-558229,La10S19,P4_2/n,58,1,10,1,19,La10S19,90.0,16.36936
mp-560908,V3S4,C2/m,14,1,3,1,4,V3S4,90.0,-11.714013
mp-561,Nb3Se4,P6_3/m,14,1,3,1,4,Nb3Se4,120.0000004884021,3.483239
mp-561286,ZnS,P6_3mc,40,1,1,1,1,ZnS,120.00000608313559,62.971045
mp-567370,Ce3Se4,I-43d,14,1,3,1,4,Ce3Se4,90.0,8.912315
mp-567724,TaSe2,R-3m,3,1,1,1,2,TaSe2,120.00001120233296,21.566423
mp-568098,Nd3Se4,I-43d,14,1,3,1,4,Nd3Se4,90.0,8.952696
mp-568347,NbSe2,C222_1,12,1,1,1,2,NbSe2,90.0,37.795115
mp-568488,Mo15Se19,R-3c,68,1,15,1,19,Mo15Se19,119.99999741593679,59.414687
mp-568789,TiSe,P6_3/mmc,4,1,1,1,1,TiSe,119.99999429093762,6.8315
mp-568808,Tb3Se4,I-43d,14,1,3,1,4,Tb3Se4,90.0,8.723724
mp-568889,Ag2Se,P222_1,12,1,2,1,1,Ag2Se,90.0,7.92837
mp-568936,Ag2Se,P2_12_12_1,12,1,2,1,1,Ag2Se,90.0,7.670682
mp-568971,Ag2Se,Pnma,12,1,2,1,1,Ag2Se,90.0,7.774308
mp-569240,Fe3Se4,P-3m1,7,1,3,1,4,Fe3Se4,90.0,-11.740594
mp-569668,VSe,P6_3/mmc,4,1,1,1,1,VSe,119.99999779737624,6.806614
mp-569679,ZnSe,P4/nmm,4,1,1,1,1,ZnSe,90.0,6.07035
mp-570170,Mo15Se19,P6_3/m,68,1,15,1,19,Mo15Se19,119.99999994574209,19.851996
mp-570181,Np3Se4,I-43d,14,1,3,1,4,Np3Se4,90.0,8.401436
mp-570205,PrSe2,P2_1/c,12,1,1,1,2,PrSe2,90.0,-8.612549
mp-570325,AuSe,C2/m,8,1,1,1,1,AuSe,90.0,-8.657699
mp-570707,NdSe2,P2_1/c,12,1,1,1,2,NdSe2,90.0,-8.552363
mp-571270,NbSe2,P-6m2,12,1,1,1,2,NbSe2,120.0000118409396,26.396804
mp-571400,Dy3Se4,I-43d,14,1,3,1,4,Dy3Se4,90.0,8.68585
mp-573,Ni3Se4,C2/m,7,1,3,1,4,Ni3Se4,90.0,-5.342117
mp-580226,CuSe,P4/nmm,4,1,1,1,1,CuSe,90.0,5.442176
mp-581601,ZnS,R3m,24,1,1,1,1,ZnS,120.00000910073837,113.288453
mp-582060,CuSe,P6_3/mmc,12,1,1,1,1,CuSe,120.00000392615632,17.566726
mp-604908,CoSe,P4/nmm,4,1,1,1,1,CoSe,90.0,5.645724
mp-608146,Gd2S3,Pnma,20,1,2,1,3,Gd2S3,90.0,10.769149
mp-616476,FeS,P6_3mc,16,1,1,1,1,FeS,120.00000388278957,5.173029
mp-620032,Ti2Se,Pnnm,36,1,2,1,1,Ti2Se,90.0,14.533398
mp-627,NpSe,Fm-3m,2,1,1,1,1,NpSe,90.0,5.807974
mp-637232,TaSe2,P-6m2,12,1,1,1,2,TaSe2,120.00001300102262,27.360883
mp-638048,Mo9Se11,P6_3/m,40,1,9,1,11,Mo9Se11,120.0000011202477,12.291015
mp-642890,LaSe,P-1,8,1,1,1,1,LaSe,90.09865838791062,35.582999
mp-643063,NbSe2,P-6m2,12,1,1,1,2,NbSe2,120.00001719131924,26.572188
mp-662,NiSe,P6_3/mmc,4,1,1,1,1,NiSe,120.0000150453914,5.21514
mp-669684,U3Se5,Pnma,32,1,3,1,5,U3Se5,90.0,12.146302
mp-672271,NbSe2,P-6m2,12,1,1,1,2,NbSe2,119.99999617789926,29.273519
mp-672292,Gd3Se4,I-43d,14,1,3,1,4,Gd3Se4,90.0,8.762196
mp-672690,U2S3,Pnma,20,1,2,1,3,U2S3,90.0,-11.611584
mp-673255,Cu9Se8,P1,17,1,9,1,8,Cu9Se8,119.65777535729102,-26.182743
mp-673636,Sm3S4,I-43d,14,1,3,1,4,Sm3S4,90.0,9.878103
mp-673637,Ti9S10,P1,57,1,9,1,10,Ti9S10,85.94874798006965,10.940758
mp-673644,Tb2S3,I-42d,40,1,2,1,3,Tb2S3,90.0,24.977733
mp-673655,Cu9Se5,P-1,28,1,9,1,5,Cu9Se5,73.28801071853607,8.664732
mp-673656,Y2Se3,I-42d,40,1,2,1,3,Y2Se3,90.0,26.144719
mp-673692,Nd10Se19,P-1,58,1,10,1,19,Nd10Se19,89.99294730966615,18.725097
mp-675278,Cu11S16,Cm,27,1,11,1,16,Cu11S16,90.0,-23.025051
mp-679962,Ti8Se3,C2/m,44,1,8,1,3,Ti8Se3,90.0,-16.700308
mp-680087,ZnS,P3m1,88,1,1,1,1,ZnS,119.99999411108351,138.503726
mp-680184,TaSe2,P6_3/m,156,1,1,1,2,TaSe2,119.99999959982955,27.353532
mp-680576,Ti2Se,Pnma,36,1,2,1,1,Ti2Se,90.0,17.949303
mp-684525,Cu2Se,Cm,12,1,2,1,1,Cu2Se,90.0,-13.372368
mp-684606,Cu27Se20,R3m,47,1,27,1,20,Cu27Se20,119.99998846317821,194.820342
mp-684619,Pr27Se40,P1,67,1,27,1,40,Pr27Se40,89.84674970179036,18.400196
mp-684620,Nb25S48,Cm,73,1,25,1,48,Nb25S48,108.06662141185174,10.721276
mp-684690,Sc2Se3,C2/c,10,1,2,1,3,Sc2Se3,99.95672587462596,5.57617
mp-684726,La39Se56,P1,95,1,39,1,56,La39Se56,109.39774758961542,44.965332
mp-684732,Co2S3,I4_1/amd,40,1,2,1,3,Co2S3,90.0829314995696,13.931664
mp-684800,Rh9Se20,P-1,116,1,9,1,20,Rh9Se20,90.03439715135913,60.998807
mp-684829,Co27Se32,P-1,59,1,27,1,32,Co27Se32,118.09599157721834,-9.355092
mp-684922,Np2Se3,I-42d,40,1,2,1,3,Np2Se3,90.0,25.952446
mp-684923,Cu25Se26,Pm,153,1,25,1,26,Cu25Se26,90.0,-12.495129
mp-684959,Sm5Se9,P-1,28,1,5,1,9,Sm5Se9,90.42873777838385,8.426431
mp-684963,Fe3Se4,P-1,7,1,3,1,4,Fe3Se4,114.6595068234609,-5.050466
mp-684964,Cu11S20,R3m,31,1,11,1,20,Cu11S20,119.99999982218256,165.102851
mp-684970,Cu19Se11,P1,30,1,19,1,11,Cu19Se11,117.59654791351265,36.041631
mp-685107,Cu9Se5,P1,14,1,9,1,5,Cu9Se5,66.07317848375662,6.512661
mp-685126,Cu39S20,C2,59,1,39,1,20,Cu39S20,117.08904694009365,9.054924
mp-685129,Co17Se20,P-1,74,1,17,1,20,Co17Se20,118.5457913786281,-11.679698
mp-685220,U11Se20,P4nc,62,1,11,1,20,U11Se20,90.01046411047297,15.074678
mp-7132,DySe,P6_3mc,4,1,1,1,1,DySe,119.99998917909446,8.498056
mp-7368,Dy2Se3,Pnma,20,1,2,1,3,Dy2Se3,90.0,11.16209
mp-743270,Mo15Se19,C2/c,68,1,15,1,19,Mo15Se19,90.0,-11.209266
mp-754954,Ag2Se,P2_12_12_1,12,1,2,1,1,Ag2Se,90.0,7.797196
mp-7597,NbSe2,R3m,3,1,1,1,2,NbSe2,120.00000229506469,20.902414
mp-760,FeSe2,Pnnm,6,1,1,1,2,FeSe2,90.0,5.783169
mp-7926,TaSe2,P6_3mc,12,1,1,1,2,TaSe2,120.00000298106136,28.52158
mp-814,DySe,Fm-3m,2,1,1,1,1,DySe,90.0,5.764793
mp-820,HgSe,F-43m,2,1,1,1,1,HgSe,90.0,6.274283
mp-849065,VS,P6_3/mmc,4,1,1,1,1,VS,119.99999865862951,5.338717
mp-849075,NiS2,P6/mmm,6,1,1,1,2,NiS2,120.00000452874603,5.135273
mp-849084,Cr5S8,Cm,26,1,5,1,8,Cr5S8,90.0,-11.079345
mp-849098,VS2,Pmmm,6,1,1,1,2,VS2,90.0,-28.148378
mp-850049,CoS2,Pbca,12,1,1,1,2,CoS2,90.0,5.568484
mp-850083,Fe4S5,P4,18,1,4,1,5,Fe4S5,90.00075432568745,10.06617
mp-850411,Fe7S8,P2_1,30,1,7,1,8,Fe7S8,89.92158823211287,11.081198
mp-861979,Ir2S3,R-3c,10,1,2,1,3,Ir2S3,119.99999881104328,15.899036
mp-862867,PaSe3,P6_3/mmc,8,1,1,1,3,PaSe3,120.00000221587415,5.26883
mp-867180,Pm2S3,R-3c,10,1,2,1,3,Pm2S3,119.9999950508859,18.877804
mp-867800,AcSe3,P6_3/mmc,8,1,1,1,3,AcSe3,119.9999989150803,6.11789
mp-8866,La10Se19,P4_2/n,58,1,10,1,19,La10Se19,90.0,17.221018
mp-8954,TaSe2,Fmm2,3,1,1,1,2,TaSe2,90.0,24.460957
mp-9227,Ti3Se4,P6_3/m,14,1,3,1,4,Ti3Se4,120.000005508399,3.564323
mp-952967,Fe7Se3,Pnma,40,1,7,1,3,Fe7Se3,90.0,12.537004
mp-957,HgSe,Fm-3m,2,1,1,1,1,HgSe,90.0,5.809223
mp-972,MnSe,Fm-3m,2,1,1,1,1,MnSe,90.0,5.410745
mp-973676,HgS,P6_3mc,4,1,1,1,1,HgS,120.0000048378678,6.944057
mp-975653,PrS3,P6_3/mmc,8,1,1,1,3,PrS3,119.99999955803925,5.689919
mp-976249,NdS3,P6_3/mmc,8,1,1,1,3,NdS3,120.0000074006618,5.66366
mp-976809,Ni3S,I4/mmm,4,1,3,1,1,Ni3S,90.0,7.312335
mp-976881,Ni3S,P6_3/mmc,8,1,3,1,1,Ni3S,119.99999042632435,4.015917
mp-983,RhSe2,Pa-3,12,1,1,1,2,RhSe2,90.0,6.099805
mp-984712,Cr3Se,I4/mmm,4,1,3,1,1,Cr3Se,90.0,8.241959
mp-985831,HfSe2,P-3m1,3,1,1,1,2,HfSe2,119.99999644328963,6.928519
mp-9888,Ir3Se8,R-3,11,1,3,1,8,Ir3Se8,119.99999834423208,10.408555
mp-990083,MoS2,Pmmn,54,1,1,1,2,MoS2,90.0,43.476517
mp-9983,Ta2Se3,P2_1/m,10,1,2,1,3,Ta2Se3,90.0,-9.018551
mp-999540,MnSe,P6_3mc,4,1,1,1,1,MnSe,119.99999607002988,6.839229
mvc-1,NiS2,Fd-3m,12,1,1,1,2,NiS2,60.41174050634548,5.474402
mvc-11233,CoS2,R-3m,3,1,1,1,2,CoS2,120.00001329540568,21.300376
mvc-11241,VS2,R-3m,3,1,1,1,2,VS2,120.00000183619919,22.560003
mvc-11244,CoS2,Fd-3m,12,1,1,1,2,CoS2,90.0,9.31011
mvc-11411,FeS2,Fd-3m,12,1,1,1,2,FeS2,90.0,9.297079
mvc-11598,NiS2,R-3m,3,1,1,1,2,NiS2,120.00001662516559,21.275437
mvc-11754,V2S5,Pmmn,14,1,2,1,5,V2S5,90.0,13.86584
mvc-12727,VS2,Fd-3m,12,1,1,1,2,VS2,90.0,9.37668
mvc-13180,CrSe2,Fd-3m,12,1,1,1,2,CrSe2,90.0,-5.804736
mvc-13555,CrS2,R-3m,3,1,1,1,2,CrS2,119.99999573484621,23.074823
mvc-13742,VS2,I-42d,6,1,1,1,2,VS2,90.0,9.983699
mvc-14047,MnS2,R-3m,3,1,1,1,2,MnS2,119.99998926664898,22.022067
mvc-34,MnS2,Fd-3m,12,1,1,1,2,MnS2,90.0,9.582322
mvc-7052,MoS2,I-42d,6,1,1,1,2,MoS2,90.0,10.304629
mvc-7053,WS2,I-42d,6,1,1,1,2,WS2,90.0,9.95192
mvc-7054,TiS2,I-42d,6,1,1,1,2,TiS2,90.0,10.050947
mvc-7055,CrS2,I-42d,6,1,1,1,2,CrS2,90.0,9.819124
mvc-7056,NiS2,I-42d,6,1,1,1,2,NiS2,90.0,8.910474
mvc-7057,CoS2,I-42d,6,1,1,1,2,CoS2,90.0,9.711347
mp-10026,ScTe,P6_3/mmc,4,1,1,1,1,ScTe,120.00000418156141,6.939307
mp-10027,TiSe,P6_3/mmc,4,1,1,1,1,TiSe,119.99999359760255,6.942641
mp-1008471,CdTe,Cmcm,4,1,1,1,1,CdTe,90.0,5.776506
mp-1008626,VTe2,P-3m1,3,1,1,1,2,VTe2,120.00000658052167,6.95375
mp-1008752,CeTe,Pm-3m,2,1,1,1,1,CeTe,90.0,3.860939
mp-1008926,CrTe,F-43m,2,1,1,1,1,CrTe,90.0,6.245362
mp-1009008,LaTe,Pm-3m,2,1,1,1,1,LaTe,90.0,3.944792
mp-1009079,CrTe,Fm-3m,2,1,1,1,1,CrTe,90.0,5.72093
mp-1009222,MnTe,F-43m,2,1,1,1,1,MnTe,90.0,6.389514
mp-1009581,CrSe2,P-3m1,3,1,1,1,2,CrSe2,119.99998550343311,5.889183
mp-1009641,CoTe2,P-3m1,3,1,1,1,2,CoTe2,119.99999566168232,5.561013
mp-1011376,CeSe2,P6/mmm,3,1,1,1,2,CeSe2,119.99999716938754,3.578216
mp-1018107,ZrTe2,P-3m1,3,1,1,1,2,ZrTe2,119.99999404985014,6.995566
mp-1018150,NbTe2,P-3m1,3,1,1,1,2,NbTe2,120.00000730753155,7.193332
mp-1018665,CeSe2,P4/nmm,6,1,1,1,2,CeSe2,90.0,8.268254
mp-1018679,DyTe2,P4/nmm,6,1,1,1,2,DyTe2,90.0,8.886672
mp-1018683,DySe2,P4/nmm,6,1,1,1,2,DySe2,90.0,8.341357
mp-10187,TeIr,P6_3/mmc,4,1,1,1,1,IrTe,120.00000315893227,5.664143
mp-1018707,GdSe2,P4/nmm,6,1,1,1,2,GdSe2,90.0,8.42517
mp-1018807,MoSe2,P6_3/mmc,6,1,1,1,2,MoSe2,120.00000105870828,14.272587
mp-1018829,NpTe2,P4/nmm,6,1,1,1,2,NpTe2,90.0,8.851096
mp-1018954,PuSe2,P4/nmm,6,1,1,1,2,PuSe2,90.0,8.264007
mp-1019091,LaSe2,P4/nmm,6,1,1,1,2,LaSe2,90.0,8.704299
mp-1019107,PuTe2,P4/nmm,6,1,1,1,2,PuTe2,90.0,8.741928
mp-1019266,SmTe2,P4/nmm,6,1,1,1,2,SmTe2,90.0,9.050855
mp-1019324,TbTe2,P4/nmm,6,1,1,1,2,TbTe2,90.0,8.942021
mp-10204,MnSe,P6_3/mmc,4,1,1,1,1,MnSe,119.99999313223825,5.972411
mp-1022717,CeSe2,P6_3/mmc,12,1,1,1,2,CeSe2,119.99998584986412,25.692012
mp-1023926,Te2W,P-6m2,3,1,1,1,2,WTe2,119.99999364970489,17.516133
mp-1023934,MoSe2,P-6m2,3,1,1,1,2,MoSe2,120.00000886798398,17.725712
mp-1023935,Te2Mo,P-6m2,3,1,1,1,2,MoTe2,120.00001183841354,17.673323
mp-1023938,Te2Mo,P-3m1,6,1,1,1,2,MoTe2,120.00001183841354,25.346645
mp-1023942,Te2W,P-3m1,6,1,1,1,2,WTe2,120.00000394773313,25.05413
mp-1025077,TbSe2,P4/nmm,6,1,1,1,2,TbSe2,90.0,8.38669
mp-1025159,Te4Rh3,C2/m,7,1,3,1,4,Rh3Te4,90.0,-6.044135
mp-1025418,LaTe3,Cmcm,8,1,1,1,3,LaTe3,90.0,4.323544
mp-1025459,HfTe3,P2_1/m,8,1,1,1,3,HfTe3,90.0,-10.316311
mp-1025472,NpTe3,Cmcm,8,1,1,1,3,NpTe3,90.0,4.501749
mp-1025482,DyTe3,Cmcm,8,1,1,1,3,DyTe3,90.0,4.61491
mp-1025522,ThTe3,P2_1/m,8,1,1,1,3,ThTe3,90.0,-10.728837
mp-1025573,Te2W,P-6m2,9,1,1,1,2,WTe2,119.99998707481737,32.588478
mp-1025576,Te2Mo,P-6m2,9,1,1,1,2,MoTe2,120.00001183841354,33.019968
mp-10256,VTe,P6_3/mmc,4,1,1,1,1,VTe,119.99999437194782,6.049173
mp-10264,NiTe,R-3m,4,1,1,1,1,NiTe,119.99999768932595,20.093037
mp-1028,V3Te4,C2/m,7,1,3,1,4,V3Te4,90.0,-6.095536
mp-1028698,WSe2,P-3m1,12,1,1,1,2,WSe2,119.99998036503703,40.137901
mp-1030319,Te2Mo,P-3m1,12,1,1,1,2,MoTe2,120.00001183841354,40.69329
mp-1040452,CeSe2,Fmm2,3,1,1,1,2,CeSe2,90.0,24.28906
mp-1066480,CdTe,Cmcm,4,1,1,1,1,CdTe,90.0,6.090652
mp-1071269,HgTe,P3_221,6,1,1,1,1,HgTe,119.99999988397875,10.410545
mp-1071319,ZnTe,P3_121,6,1,1,1,1,ZnTe,120.00000047844848,9.767387
mp-10761,FeTe,P6_3/mmc,4,1,1,1,1,FeTe,119.99999002344104,5.081185
mp-1076964,GdTe2,P4/nmm,6,1,1,1,2,GdTe2,90.0,8.933464
mp-1077365,YTe2,P4/nmm,6,1,1,1,2,YTe2,90.0,8.916087
mp-1077948,Te4Pt3,C2/m,7,1,3,1,4,Pt3Te4,90.0,-7.369794
mp-1078012,Cr3Te4,C2/m,7,1,3,1,4,Cr3Te4,90.0,-6.153016
mp-1078612,LaTe3,Cmcm,8,1,1,1,3,LaTe3,90.0,4.43448
mp-1078669,NpTe3,Cmcm,8,1,1,1,3,NpTe3,90.0,4.337622
mp-1079443,MnTe,Pnma,8,1,1,1,1,MnTe,90.0,7.010315
mp-1079818,CrTe,Pnma,8,1,1,1,1,CrTe,90.0,7.171272
mp-1079832,ScTe,P6_3/mmc,8,1,1,1,1,ScTe,120.00000069387927,13.843522
mp-1080073,MnTe,Pnma,8,1,1,1,1,MnTe,90.0,7.260025
mp-1080248,CeSe2,Ibam,6,1,1,1,2,CeSe2,90.0,10.526981
mp-1080249,CeSe2,Fd-3m,6,1,1,1,2,CeSe2,90.0,12.502981
mp-1080251,CeSe2,Fm-3m,3,1,1,1,2,CeSe2,90.0,6.898882
mp-1080252,CeSe2,Fd-3m,6,1,1,1,2,CeSe2,90.0,8.556173
mp-1080256,CeSe2,I-42m,24,1,1,1,2,CeSe2,90.0,13.935903
mp-1080259,CeSe2,P4_12_12,12,1,1,1,2,CeSe2,90.0,8.776145
mp-1080260,CeSe2,I-42d,6,1,1,1,2,CeSe2,90.0,11.347645
mp-1080265,CeSe2,P3_121,9,1,1,1,2,CeSe2,119.99999756059506,8.436862
mp-1080268,CeSe2,P4_2/mnm,6,1,1,1,2,CeSe2,90.10969340985262,6.664373
mp-1080269,CeSe2,Ima2,12,1,1,1,2,CeSe2,90.0,17.235631
mp-1080270,CeSe2,C2,12,1,1,1,2,CeSe2,90.0,-8.952175
mp-1080272,CeSe2,Pna2_1,12,1,1,1,2,CeSe2,90.0,11.222683
mp-1080275,CeSe2,Ibam,6,1,1,1,2,CeSe2,90.0,15.155017
mp-1080277,CeSe2,C2/c,18,1,1,1,2,CeSe2,90.0,-11.538753
mp-1080279,CeSe2,P-6m2,3,1,1,1,2,CeSe2,120.00000793855214,12.914028
mp-1080292,CeSe2,Pm,12,1,1,1,2,CeSe2,90.0,-8.022321
mp-1080293,CeSe2,Fd-3m,12,1,1,1,2,CeSe2,90.0,12.137582
mp-1080297,CeSe2,Pca2_1,12,1,1,1,2,CeSe2,90.0,7.161727
mp-1080298,CeSe2,Fddd,24,1,1,1,2,CeSe2,90.0,33.861071
mp-1080301,CeSe2,Pbca,24,1,1,1,2,CeSe2,90.0,13.718509
mp-1080308,CeSe2,P-4n2,24,1,1,1,2,CeSe2,90.0,11.606453
mp-1080309,CeSe2,P6_3mc,12,1,1,1,2,CeSe2,120.00001593556446,26.608491
mp-1080310,CeSe2,P2_1/m,12,1,1,1,2,CeSe2,90.0,-10.620254
mp-1080311,CeSe2,I-4,12,1,1,1,2,CeSe2,90.0,8.008654
mp-1080313,CeSe2,R-3m,6,1,1,1,2,CeSe2,119.99999700388051,37.385676
mp-1080314,CeSe2,R-3c,18,1,1,1,2,CeSe2,120.00000048857912,5.638615
mp-1080324,CeSe2,P1,12,1,1,1,2,CeSe2,64.66762048690353,9.330225
mp-1080326,CeSe2,C2/c,12,1,1,1,2,CeSe2,90.0,-13.430014
mp-1080327,CeSe2,I4_1,24,1,1,1,2,CeSe2,90.0,8.840759
mp-1080332,CeSe2,I-42d,6,1,1,1,2,CeSe2,90.0,9.804855
mp-1080345,CeSe2,P-6m2,12,1,1,1,2,CeSe2,119.99999366507838,26.132118
